Pmid,Title,Study Type,Key Words,Pub year,Relevance GT,Relevance PRED
30440845,The Crucial Role of Nerve Depolarisation in High Frequency Conduction Block in Mammalian Nerves: Simulation Study.,ObservationalStudy,,2018,,1.0
25141960,The RNS System: responsive cortical stimulation for the treatment of refractory partial epilepsy.,SystematicReview,RNS System,2014,,1.0
29450404,Reengineering deep brain stimulation for movement disorders: Emerging technologies.,ObservationalStudy,DBS,2017,,1.0
24065929,Can neurostimulation prevent the risk of Alzheimer's disease in elderly individuals with schizophrenia?,SystematicReview,amyloid markers,2013,,1.0
23631540,"Combined neurostimulation and neuroimaging in cognitive neuroscience: past, present, and future.",ObservationalStudy,EEG,2013,,1.0
29202131,"Multifunctional System for Observing, Measuring and Analyzing Stimulation-Evoked Neurochemical Signaling.",ObservationalStudy,neuromodulation,2017,,1.0
23274677,"Peripheral neuromodulation and headaches: history, clinical approach, and considerations on underlying mechanisms.",SystematicReview,,2013,,1.0
31247982,Applying a Sensing-Enabled System for Ensuring Safe Anterior Cingulate Deep Brain Stimulation for Pain.,ObservationalStudy,after-discharge,2019,,1.0
25484587,Clinical utility of implantable neurostimulation devices as adjunctive treatment of uncontrolled seizures.,SystematicReview,deep brain stimulation,2014,,1.0
27689226,[Hypoglossal nerve stimulation in patients with CPAP failure : Evolution of an alternative treatment for patients with obstructive sleep apnea].,SystematicReview,Hypoglossal nerve,2017,,1.0
25468571,Neurostimulation as an intervention for treatment resistant depression: From research on mechanisms towards targeted neurocognitive strategies.,SystematicReview,Cognitive control,2015,,1.0
27142183,Effects of neurostimulation for advanced Parkinson's disease patients on motor symptoms: A multiple-treatments meta-analysas of randomized controlled trials.,SystematicReview,,2016,,1.0
31107559,First-in-human implantation of a mid-field powered neurostimulator at the sacral nerve: Results from an acute study.,ObservationalStudy,first-in-human,2019,,1.0
29913360,Spinal cord stimulation in the treatment of complex regional pain syndrome type 1: Is trial truly required?,ObservationalStudy,Chronic pain,2018,,1.0
32353166,Seizure freedom as an outcome in epilepsy treatment clinical trials.,SystematicReview,antiepileptic drugs,2020,,1.0
22947069,Neurostimulation for the treatment of epilepsy: a review of current surgical interventions.,SystematicReview,,,,1.0
29554324,A Novel Approach for Responsive Neural Stimulator Implantation With Infraclavicular Placement of the Internal Pulse Generator.,Other,,2018,,1.0
31000969,Long-Term Surface Electrode Impedance Recordings Associated with Gliosis for a Closed-Loop Neurostimulation Device.,Other,Electrode,2018,,1.0
24176957,Magnetic resonance imaging conditionally safe neurostimulation leads: investigation of the maximum safe lead tip temperature.,SystematicReview,,2014,,1.0
30472141,Characterization of tear production in subjects with dry eye disease during intranasal tear neurostimulation: Results from two pivotal clinical trials.,RCT,Dry eye disease,2019,,1.0
29135692,Ultrasound with neurostimulation compared with ultrasound guidance alone for lumbar plexus block: A randomised single blinded equivalence trial.,RCT,,2018,,1.0
25070725,[Neuromodulation for neuropathic pain].,Other,,2014,,1.0
30040661,An Energy-Efficient Wirelessly Powered Millimeter-Scale Neurostimulator Implant Based on Systematic Codesign of an Inductive Loop Antenna and a Custom Rectifier.,ObservationalStudy,,2018,,1.0
31540579,[The First in Russia Experience of Successful Implementation of Constant Neurostimulation of the Spinal Cord in the Complex Treatment of a Patient with Permanent Form of Atrial Fibrillation Combined with Spinal Stenosis].,ObservationalStudy,,2019,,1.0
29023305,Insights Into the Therapeutic Effect of Responsive Neurostimulation Assessed With Scalp EEG Recording: A Case Report.,Other,,2018,,1.0
25395117,"Neurostimulation for the treatment of axial back pain: a review of mechanisms, techniques, outcomes, and future advances.",SystematicReview,Accelerometer,2014,,1.0
28230316,Quantitative cognitive-test characterization of reconnectable implantable fiber-optic neurointerfaces for optogenetic neurostimulation.,ObservationalStudy,Neurophotonics,2017,,1.0
27997509,Minimally Invasive Placement of Spinal Cord Stimulator Paddle Electrodes Is Associated With Improved Perioperative and Long-Term Experience Among Neuropathic Pain Patients.,CohortStudy,,2018,,1.0
31151104,Phosphene perceptions and safety of chronic visual cortex stimulation in a blind subject.,Other,ECoG = electrocorticographic,2019,,1.0
31268267,A new neurostimulator guided technique of rectus sheath block: study of feasibility and local anesthetic spread in children.,RCT, children,2019,,1.0
26962699,The Effect of Electric Cross-Talk in Retinal Neurostimulation.,ObservationalStudy,,2016,,1.0
17034500,Different brain effects during chronic and acute sacral neuromodulation in urge incontinent patients with implanted neurostimulators.,ObservationalStudy,,2006,,1.0
29029236,First In-Human Experience With Complete Integration of Neuromodulation Device Within a Customized Cranial Implant.,Other,,2018,,1.0
24125858,"Auditory verbal hallucinations as atypical inner speech monitoring, and the potential of neurostimulation as a treatment option.",SystematicReview,Auditory verbal hallucinations,2013,,1.0
21689329,Sacral nerve stimulation for faecal incontinence: optimizing outcome and managing complications.,SystematicReview,,2011,,1.0
18271422,"[Study of the efficacy and medium-term complications of 41 sacral nerve neurostimulators (Interstim, Medtronic, U.S.A.) in refractory urinary disorders].",ObservationalStudy,,2007,,1.0
33152506,Primary motor cortex in Parkinson's disease: Functional changes and opportunities for neurostimulation.,SystematicReview,Motor cortex,2021,,1.0
28980700,Occipital Nerve Stimulation for Medically Refractory Chronic Paroxysmal Hemicrania.,Other,indomethacin sensitive headache,2017,,1.0
29082824,Cranial parasympathetic activation induces autonomic symptoms but no cluster headache attacks.,RCT,Cluster headache,2018,,1.0
27730706,Spinal Cord Stimulation (SCS)-The Implantable Systems Performance Registry (ISPR).,RCT,neuromodulation,2016,,1.0
19434793,Neurostimulation approaches to primary headache disorders.,SystematicReview,,2009,,1.0
21815889,"Neurostimulation for primary headache disorders, part 1: pathophysiology and anatomy, history of neuromodulation in headache treatment, and review of peripheral neuromodulation in primary headaches.",SystematicReview,,2011,,1.0
28910805,Infection and Erosion Rates in Trials of a Cranially Implanted Neurostimulator Do Not Increase with Subsequent Neurostimulator Placements.,RCT,Complications,2017,,1.0
28211952,Long-Term Experience with First-Generation Implantable Neurostimulation Device in Central Sleep Apnea Treatment.,SystematicReview,Cheyne-Stokes respiration,2017,,1.0
29061452,A Submammarian Approach for Cosmetically Improved Implantation of Deep Brain Stimulation Generators.,ObservationalStudy,Aesthetic surgery,2018,,1.0
25126767,Neurostimulation of the lacrimal nerve for enhanced tear production.,ObservationalStudy,,,,1.0
20309382,Intracranial neurostimulation for pain control: a review.,SystematicReview,,,,1.0
20070547,Clinical applications of neurostimulation: forty years later.,SystematicReview,,,,1.0
28495218,Effects of hippocampal low-frequency stimulation in idiopathic non-human primate epilepsy assessed via a remote-sensing-enabled neurostimulator.,ObservationalStudy,Closed-loop stimulation,2017,,1.0
23118604,"Neurostimulation-past, present, and beyond.",ObservationalStudy,,2012,,1.0
28320674,Simulation Study of an Ultrasound Retinal Prosthesis With a Novel Contact-Lens Array for Noninvasive Retinal Stimulation.,ObservationalStudy,,2017,,1.0
19556271,Anaesthesia for deep brain stimulation and in patients with implanted neurostimulator devices.,SystematicReview,,2009,,1.0
9677013,Modern surgical treatment of anal incontinence.,SystematicReview,,1998,,1.0
28042905,The Neurostimulation Appropriateness Consensus Committee (NACC): Recommendations on Bleeding and Coagulation Management in Neurostimulation Devices.,ObservationalStudy,Anticoagulation,2017,,1.0
28391021,Implantation of Responsive Neurostimulation for Epilepsy Using Intraoperative Computed Tomography: Technical Nuances and Accuracy Assessment.,ObservationalStudy,Depth electrodes,2017,,1.0
11252147,Stimulation methods for neuropathic pain control.,SystematicReview,,2001,,1.0
26385758,Differential neuropsychological outcomes following targeted responsive neurostimulation for partial-onset epilepsy.,RCT,Brain stimulation,2015,,1.0
25807463,Sixty hertz neurostimulation amplifies subthalamic neural synchrony in Parkinson's disease.,ObservationalStudy,,2015,,1.0
23573076,Neurostimulation for neurogenic bowel dysfunction.,ObservationalStudy,,2013,,1.0
21087890,BION microstimulators: a case study in the engineering of an electronic implantable medical device.,SystematicReview,,2011,,1.0
27598679,Transvenous neurostimulation for central sleep apnoea: a randomised controlled trial.,ObservationalStudy,,2016,,1.0
27919593,Stimulation of the Gasserian ganglion in the treatment of refractory trigeminal neuropathy.,CohortStudy,Gasserian ganglion,2017,,1.0
1477773,[The neurostimulator in loco-regional anesthesia].,SystematicReview,,1992,,1.0
26857099,Implantable Neurostimulation for Headache Disorders: Effect on Healthcare Utilization and Expenditures.,CohortStudy,Headache disorders,2016,,1.0
20806142,[Spinal cord stimulation - evidence and personal experience].,SystematicReview,,2010,,1.0
18545899,Therapeutic neurostimulation in chronic headaches: problems of patient selection.,SystematicReview,,2008,,1.0
33086504,Micro-Fabrication of Components for a High-Density Sub-Retinal Visual Prosthesis.,ObservationalStudy,electrode,2020,,1.0
31939686,Avoiding complacency when treating uncontrolled seizures: why and how?,ObservationalStudy,Seizure freedom,2020,,1.0
21056393,[Neurostimulation techniques in the therapeutic management of chronic pelvic and perineal pain].,SystematicReview,,2010,,1.0
27170910,neuroBi: A Highly Configurable Neurostimulator for a Retinal Prosthesis and Other Applications.,ObservationalStudy,Neurostimulator,2015,,1.0
32936673,The RNS System: brain-responsive neurostimulation for the treatment of epilepsy.,ObservationalStudy,Epilepsy,2020,,1.0
21284794,Fifteen years of sacral nerve stimulation: from an open procedure to a minimally invasive technique.,SystematicReview,,2011,,1.0
22590481,Neurostimulation for chronic cluster headache.,ObservationalStudy,chronic cluster headache,2012,,1.0
28451766,Sacral neurostimulation for low anterior resection syndrome after radical resection for rectal cancer: evaluation of treatment with the LARS score.,ObservationalStudy,Fecal incontinence,2017,,1.0
21854499,Subcutaneous peripheral nerve stimulation with inter-lead stimulation for axial neck and low back pain: case series and review of the literature.,SystematicReview,,,,1.0
29030173,"A novel miniature, wireless neurostimulator in the management of chronic craniofacial pain: Preliminary results from a prospective pilot study.",CohortStudy,Chronic facial pain,2017,,1.0
29248528,"Feasibility, Safety, and Efficacy of Subcutaneous Peripheral Nerve Field Stimulation for the Treatment of Refractory Low Back Pain: A Two-year Single-center Study.",RCT,SPNS,2018,,1.0
28185967,Intraoperative Computed Tomography and Nexframe-Guided Placement of Bilateral Hippocampal-Based Responsive Neurostimulation: Technical Note.,Other,Epilepsy,2017,,1.0
28079471,Pre-implant modeling of depth lead placement in white matter for maximizing the extent of cortical activation during direct neurostimulation therapy.,ObservationalStudy,NeuroPace,2017,,1.0
26227377,Validation of Numerically Simulated Tissue Temperatures During Transcutaneous Recharge of Neurostimulation Systems.,ObservationalStudy,Bio heating,2016,,1.0
29244235,New Therapy for Refractory Chronic Mechanical Low Back Pain-Restorative Neurostimulation to Activate the Lumbar Multifidus: One Year Results of a Prospective Multicenter Clinical Trial.,RCT,Arthrogenic muscle inhibition,2018,,1.0
26651112,Outcomes of Sacral Neurostimulation Lead Reimplantation for Fecal Incontinence: A Cohort Study.,CohortStudy,,2016,,1.0
26926536,Prospective Evaluation of Sacral Neuromodulation in Children: Outcomes and Urodynamic Predictors of Success.,ObservationalStudy,electric stimulation,2016,,1.0
25678310,Effect of neurostimulation on camptocormia in Parkinson's disease depends on symptom duration.,CohortStudy,Parkinson's disease,2015,,1.0
27867121,Effect of Direct Stimulation of the Cochleovestibular Nerve on Tinnitus: A Long-Term Follow-Up Study.,ObservationalStudy,Neurostimulation,2017,,1.0
28960154,Report of a patient undergoing chronic responsive deep brain stimulation for Tourette syndrome: proof of concept.,Other,DBS = deep brain stimulation,2018,,1.0
33246250,Indication-based analysis of patient outcomes following deep brain stimulation surgery.,CohortStudy,Dystonia,2020,,1.0
2975812,[Chronic medullary neuro-stimulation in lumbosacral spinal arachnoiditis].,SystematicReview,,1988,,1.0
26360123,Beta oscillations in freely moving Parkinson's subjects are attenuated during deep brain stimulation.,ObservationalStudy,Parkinson's disease,2015,,1.0
17219820,Neurostimulation for chronic noncancer pain: an evaluation of the clinical evidence and recommendations for future trial designs.,SystematicReview,,2006,,1.0
27553876,Subthalamic beta oscillations are attenuated after withdrawal of chronic high frequency neurostimulation in Parkinson's disease.,ObservationalStudy,Beta band oscillations,2016,,1.0
33208586,Recent Advancement of Technologies and the Transition to New Concepts in Epilepsy Surgery.,ObservationalStudy,RNS,2020,,1.0
26438271,Loss of Afferent Vestibular Input Produces Central Adaptation and Increased Gain of Vestibular Prosthetic Stimulation.,ObservationalStudy,gentamicin,2016,,1.0
